ID,fold_change,neglogp,padj,input,count
agilent_101317,47.789,1000,0,117,50
agilent_103234,49.798,1000,0,128,57
agilent_103411,16.071,7.158,0.019,167,24
agilent_110484,7.004,7.917,0.003,974,61
agilent_11266,21.537,1000,0,405,78
agilent_116392,19.1,14.301,0,363,62
agilent_1167,8.839,7.191,0.018,544,43
agilent_12001,167.74,7.422,0.01,6,9
agilent_12004,14.68,12.912,0,518,68
agilent_12011,9.287,8.046,0.002,590,49
agilent_12015,19.577,15.256,0,1091,191
agilent_12016,22.429,14.841,0,2099,421
agilent_12017,16.349,11.533,0,342,50
agilent_12019,22.77,12.9,0,221,45
agilent_12020,15.847,11.725,0,374,53
agilent_12021,12.12,9.956,0,489,53
agilent_12023,11.369,9.78,0,541,55
agilent_12024,65.78,6.964,0.03,17,10
agilent_121619,5.587,6.991,0.028,1361,68
agilent_121716,24.478,14.875,0,1069,234
agilent_124840,49.701,11.351,0,45,20
agilent_124884,38.896,8.647,0.001,46,16
agilent_12865,8.214,9.524,0,953,70
agilent_129495,40.901,15.477,0,257,94
agilent_132749,15.781,12.324,0,411,58
agilent_133222,73.619,1000,0,120,79
agilent_133421,39.051,1000,0,189,66
agilent_133424,18.179,9.397,0,203,33
agilent_135075,15.814,7.822,0.004,198,28
agilent_135148,34.814,15.654,0,212,66
agilent_137028,39.605,9.122,0,48,17
agilent_137474,29.641,9.506,0,83,22
agilent_140148,65.78,6.964,0.03,17,10
agilent_146330,41.935,15.955,0,168,63
agilent_148436,38.153,1000,0,170,58
agilent_148951,9.405,13.868,0,1629,137
agilent_14908,14.149,7.834,0.004,245,31
agilent_149908,67.481,15.955,0,174,105
agilent_153298,66.397,12.209,0,32,19
agilent_1543,88.783,1000,0,165,131
agilent_155104,27.649,14.282,0,182,45
agilent_156460,20.129,6.752,0.048,100,18
agilent_156664,22.365,8.869,0,125,25
agilent_157020,31.063,9.132,0,72,20
agilent_15745,11.866,7.364,0.012,311,33
agilent_158457,19.585,9.423,0,177,31
agilent_159048,11.55,8.656,0.001,426,44
agilent_159315,37.668,13.695,0,95,32
agilent_161800,8.664,11.656,0,1252,97
agilent_164187,21.263,9.053,0,142,27
agilent_17032,92.009,1000,0,79,65
agilent_171770,17.531,15.109,0,606,95
agilent_17248,12.301,7.525,0.008,300,33
agilent_174147,13.183,7.198,0.017,246,29
agilent_174592,13.248,8.015,0.003,287,34
agilent_175302,21.02,8.568,0.001,133,25
agilent_181069,5.89,7.47,0.009,2506,132
agilent_182676,16.869,13.32,0,411,62
agilent_183512,24.542,15.353,0,524,115
agilent_183695,22.138,15.955,0,394,78
agilent_185137,5.489,6.839,0.04,1365,67
agilent_186403,26.741,9.004,0,92,22
agilent_188869,18.735,9.375,0,191,32
agilent_189327,13.932,8.867,0,305,38
agilent_191223,19.092,11.251,0,246,42
agilent_191332,20.68,8.913,0,146,27
agilent_191404,199.013,1000,0,59,105
agilent_192083,27.306,8.83,0,86,21
agilent_192564,30.907,15.955,0,199,55
agilent_193099,11.34,14.75,0,1065,108
agilent_196127,11.437,8.718,0.001,440,45
agilent_196407,40.864,15.256,0,457,167
agilent_196517,9.622,6.93,0.032,430,37
agilent_198333,23.245,11.558,0,178,37
agilent_198474,8.361,7.441,0.01,642,48
agilent_199691,14.755,9.163,0,288,38
agilent_202797,32.762,15.955,0,512,150
agilent_20449,8.706,7.325,0.013,578,45
agilent_204977,8946.115,7.29,0.014,0.1,8
agilent_206628,27.773,15.477,0,608,151
agilent_207681,55.913,1000,0,100,50
agilent_21002,15.407,8.225,0.002,225,31
