ID,fold_change,neglogp,padj,input,count
agilent_10026,46.403,15.109,0,605,666
agilent_101397,31.978,8.874,0,145,110
agilent_101,23.882,1000,0,909,515
agilent_10251,33.437,15,0,590,468
agilent_103052,32.827,7.888,0.004,113,88
agilent_105144,28.102,8.767,0,180,120
agilent_105310,24.319,8.189,0.002,208,120
agilent_105317,488.975,8.156,0.002,5,58
agilent_107529,96.808,15.477,0,263,604
agilent_1088,20.762,14.411,0,737,363
agilent_10960,11.782,13.264,0,1288,360
agilent_110223,29.48,12.228,0,306,214
agilent_11048,76.331,13.571,0,74,134
agilent_110572,50.826,15.353,0,243,293
agilent_11154,17.912,8.18,0.002,353,150
agilent_112066,152.006,13.968,0,33,119
agilent_112240,15.807,9.005,0,528,198
agilent_11266,24.563,12.227,0,405,236
agilent_11270,54.157,1000,0,302,388
agilent_11271,56.447,1000,0,404,541
agilent_11272,85.439,15.955,0,186,377
agilent_112839,30.94,10.251,0,203,149
agilent_1140,27.414,10.935,0,286,186
agilent_1141,16.885,11.346,0,694,278
agilent_1142,28.671,15.654,0,494,336
agilent_1143,21.077,9.528,0,348,174
agilent_1144,18.11,10.461,0,547,235
agilent_1145,12.86,14.162,0,1239,378
agilent_1147,33.894,1000,0,393,316
agilent_1148,25.392,1000,0,591,356
agilent_1150,17.905,10.164,0,525,223
agilent_115049,36.826,1000,0,459,401
agilent_11510,144.901,1000,0,128,440
agilent_11512,150.635,15.654,0,68,243
agilent_1151,18.445,13.58,0,777,340
agilent_1152,15.88,7.358,0.013,361,136
agilent_115441,8.383,6.944,0.033,885,176
agilent_115900,16.295,12.194,0,789,305
agilent_116563,20.46,9.148,0,342,166
agilent_116837,17.284,9.046,0,439,180
agilent_1173,13.089,8.186,0.002,628,195
agilent_11833,26.862,8.944,0,204,130
agilent_119378,6.113,7.022,0.028,1393,202
agilent_11947,78.773,1000,0,800,1495
agilent_11948,47.641,1000,0,1083,1224
agilent_11949,56.116,15.654,0,320,426
agilent_119918,100.436,15.955,0,196,467
agilent_12000,4018.587,15.955,0,3,286
agilent_12001,2768.047,15.955,0,6,394
agilent_12004,14.811,8.371,0.001,518,182
agilent_120064,13.836,1000,0,1371,450
agilent_12006,32.287,6.913,0.036,94,72
agilent_12008,45.637,15.256,0,484,524
agilent_12009,50.255,1000,0,744,887
agilent_12010,27.798,8.797,0,185,122
agilent_12011,126.03,15,0,590,1764
agilent_12012,137.642,15.955,0,196,640
agilent_12013,177.919,15.353,0,154,650
agilent_12014,21.658,14.477,0,1485,763
agilent_12021,172.664,15.256,0,489,2003
agilent_12022,46.368,1000,0,380,418
agilent_12023,172.04,1000,0,541,2208
agilent_12024,1812.579,15.955,0,17,731
agilent_120546,22.753,10.356,0,352,190
agilent_122789,178.561,15.955,0,161,682
agilent_122991,23.799,8.036,0.003,209,118
agilent_123259,28.823,7.085,0.024,117,80
agilent_123600,32.06,8.795,0,142,108
agilent_123950,35.224,9.794,0,146,122
agilent_124904,73.156,1000,0,465,807
agilent_126598,31.337,8.925,0,152,113
agilent_126599,50.698,1000,0,444,534
agilent_127282,28.791,10.989,0,265,181
agilent_127823,19.635,10.6,0,468,218
agilent_128049,39.751,12.765,0,193,182
agilent_128131,53.73,14.574,0,142,181
agilent_128883,32.84,14.778,0,344,268
agilent_129008,10.225,14.841,0,1781,432
agilent_129052,22.749,10.848,0,378,204
agilent_12918,40.532,7.625,0.007,78,75
agilent_129495,144.993,1000,0,257,884
agilent_129632,5.825,10.41,0,2627,363
