ID,fold_change,neglogp,padj,input,count
agilent_100182,133.971,15.955,0,109,302
agilent_10025,27.896,1000,0,546,315
agilent_100388,4.956,7.077,0.025,1805,185
agilent_100632,105.994,15.256,0,151,331
agilent_100739,24.823,13.909,0,561,288
agilent_100813,14.763,1000,0,1523,465
agilent_101535,80.59,8.814,0,42,70
agilent_101546,25.616,7.677,0.006,168,89
agilent_102111,63.07,12.811,0,92,120
agilent_102531,137.108,1000,0,152,431
agilent_102734,55.527,15.353,0,182,209
agilent_103048,197.444,7.116,0.023,12,49
agilent_103168,33.72,9.582,0,152,106
agilent_103668,10.362,12.255,0,1386,297
agilent_104162,23.448,10.579,0,365,177
agilent_104741,14.955,6.968,0.032,388,120
agilent_105317,2533.734,1000,0,5,262
agilent_105430,67.382,15.955,0,216,301
agilent_105457,105.276,15.654,0,158,344
agilent_10628,16.542,8.53,0.001,456,156
agilent_106563,31.34,9.227,0,162,105
agilent_107019,36.841,10.267,0,147,112
agilent_107151,56.691,11.084,0,87,102
agilent_107396,29.596,7.115,0.023,116,71
agilent_107529,274.862,15.176,0,263,1495
agilent_107854,147.798,15.654,0,53,162
agilent_108156,23.117,12.438,0,502,240
agilent_108174,80.794,14.523,0,79,132
agilent_108339,31.68,7.618,0.007,116,76
agilent_108346,23.528,9.308,0,298,145
agilent_10838,45.88,15.051,0,215,204
agilent_109481,29.925,11.156,0,265,164
agilent_10959,61.041,15.654,0,202,255
agilent_10960,52.07,1000,0,1288,1387
agilent_109931,80.688,15,0,492,821
agilent_110011,44.634,7.059,0.026,65,60
agilent_110974,15.048,10.424,0,768,239
agilent_111385,59.827,14.386,0,118,146
agilent_11266,35.221,15.353,0,405,295
agilent_11271,14.841,7.108,0.023,404,124
agilent_112839,396.596,15.654,0,203,1665
agilent_113322,14.84,8.361,0.001,580,178
agilent_113349,48.965,1000,0,554,561
agilent_113980,39.045,12.383,0,187,151
agilent_114216,47.267,9.431,0,89,87
agilent_114509,46.003,12.647,0,144,137
agilent_115120,32.185,1000,0,954,635
agilent_115471,32.123,12.44,0,286,190
agilent_115757,12.868,8.484,0.001,729,194
agilent_116633,10.428,6.818,0.045,728,157
agilent_117585,1411.928,1000,0,5,146
agilent_118258,3.381,8.859,0,3819,267
agilent_118554,11.121,13.198,0,1387,319
agilent_118569,11.341,13.634,0,1407,330
agilent_119101,17.224,7.932,0.003,379,135
agilent_11947,13.176,9.449,0,800,218
agilent_11948,8.706,8.112,0.002,1083,195
agilent_119791,16.917,7.553,0.008,363,127
agilent_12000,1837.441,15.477,0,3,114
agilent_12001,1450.611,15.955,0,6,180
agilent_12009,10.724,7.156,0.021,744,165
agilent_12011,71.629,1000,0,590,874
agilent_12012,44.16,14.239,0,196,179
agilent_12013,73.473,15.477,0,154,234
agilent_12015,395.517,15.477,0,1091,8924
agilent_12016,315.37,1000,0,2099,13690
agilent_12017,339.042,15.654,0,342,2398
agilent_12018,192.77,15.477,0,75,299
agilent_12019,166.065,15.654,0,221,759
agilent_12020,126.832,14.699,0,374,981
agilent_12024,759.438,15.955,0,17,267
agilent_120490,27.88,1000,0,555,320
agilent_120598,23.21,11.601,0,425,204
agilent_121630,57.878,14.913,0,132,158
agilent_121773,20.334,8.088,0.002,302,127
agilent_12295,202.665,15.477,0,115,482
agilent_122987,67.464,15.654,0,167,233
agilent_123307,76.509,13.802,0,79,125
agilent_12360,84.274,7.932,0.003,35,61
agilent_124922,42.8,15.477,0,357,316
