ID,fold_change,neglogp,padj,input,count
agilent_100076,52.403,9.819,0,194,183
agilent_100191,59.915,11.022,0,191,206
agilent_100272,171.948,6.766,0.036,21,65
agilent_100279,12.699,7.033,0.02,1063,243
agilent_100634,176.113,12.84,0,47,149
agilent_101001,37.524,8.455,0.001,265,179
agilent_101067,83.152,13.531,0,157,235
agilent_101081,843.645,15.654,0,59,896
agilent_101147,243.373,9.228,0,21,92
agilent_101240,93.839,9.84,0,74,125
agilent_101282,25.545,8.385,0.001,498,229
agilent_101320,121.205,10.188,0,55,120
agilent_101734,72.682,15.477,0,707,925
agilent_101935,55.553,12.835,0,296,296
agilent_102273,22.723,10.898,0,907,371
agilent_102460,66.547,12.175,0,192,230
agilent_103285,215.266,15.654,0,136,527
agilent_103708,543.405,15.477,0,55,538
agilent_103797,119.522,11.407,0,66,142
agilent_104204,730.824,15.955,0,45,592
agilent_104210,66.795,7.798,0.003,84,101
agilent_104376,106,1000,0,370,706
agilent_104383,82.564,15.176,0,218,324
agilent_104673,36.566,10.193,0,395,260
agilent_105317,1588.802,14.841,0,5,143
agilent_105450,6721.854,1000,0,2,242
agilent_105866,94.271,15.176,0,330,560
agilent_106208,72.334,13.15,0,192,250
agilent_106375,47775.158,9.675,0,0.1,86
agilent_106419,57.147,11.034,0,209,215
agilent_106628,39.918,7.101,0.017,167,120
agilent_106702,164.999,15.477,0,67,199
agilent_107004,122.588,1000,0,179,395
agilent_107529,314.516,15.955,0,263,1489
agilent_107858,34.49,6.981,0.022,211,131
agilent_107966,296.28,6.989,0.022,12,64
agilent_108006,430.459,15.654,0,191,1480
agilent_108052,75.896,7.88,0.003,71,97
agilent_108223,99.554,12.6,0,101,181
agilent_10838,670.506,15.955,0,215,2595
agilent_108421,144.939,1000,0,243,634
agilent_108587,21.738,7.896,0.003,575,225
agilent_1088,18.92,8.115,0.002,737,251
agilent_108836,160.235,1000,0,493,1422
agilent_109321,78.699,9.834,0,96,136
agilent_109385,2490.378,15.955,0,41,1838
agilent_109440,34.43,7.787,0.003,263,163
agilent_10960,102.177,1000,0,1288,2369
agilent_110009,163.147,1000,0,807,2370
agilent_110041,450.897,15.477,0,223,1810
agilent_110272,16.31,8.519,0.001,998,293
agilent_110450,57.485,1000,0,776,803
agilent_11048,361.842,1000,0,74,482
agilent_110523,95.511,8.393,0.001,57,98
agilent_110572,157.284,1000,0,243,688
agilent_110919,328.799,15.654,0,123,728
agilent_111131,27.687,10.316,0,620,309
agilent_111920,72.46,10.107,0,115,150
agilent_112143,61.7,15.955,0,750,833
agilent_112191,202.581,1000,0,150,547
agilent_112349,62.898,9.121,0,121,137
agilent_112382,123.714,15.955,0,304,677
agilent_112652,111.105,11.503,0,74,148
agilent_11275,55.553,10.307,0,192,192
agilent_11276,98.709,13.854,0,121,215
agilent_11277,52.718,14.247,0,392,372
agilent_11278,17.786,11.112,0,1443,462
agilent_112786,79.857,7.709,0.004,64,92
agilent_112839,304.307,15.353,0,203,1112
agilent_113230,26.702,9.197,0,543,261
agilent_113319,39.472,6.702,0.042,152,108
agilent_113322,241.749,15.176,0,580,2524
agilent_1140,30.301,7.236,0.012,286,156
agilent_114089,113.12,15.955,0,193,393
agilent_114101,20.079,9.768,0,913,330
agilent_114256,182.58,15.955,0,157,516
agilent_114407,220.887,14.54,0,42,167
agilent_114486,121.081,1000,0,284,619
agilent_114632,280.281,15.109,0,397,2003
agilent_114814,126.596,1000,0,771,1757
agilent_115027,74.687,15.955,0,270,363
agilent_11510,52.948,8.023,0.002,128,122
agilent_115757,15.546,6.744,0.038,729,204
agilent_115771,62.219,9.19,0,125,140
agilent_115832,30.511,10.808,0,579,318
agilent_115880,38886.757,8.093,0.002,0.1,70
agilent_116731,14.971,6.668,0.045,757,204
agilent_117137,18.708,8.927,0,876,295
agilent_117306,106.886,11.577,0,79,152
agilent_117319,181.982,9.163,0,29,95
agilent_1173,58.295,15.109,0,628,659
agilent_117380,28.263,1000,0,1712,871
agilent_118346,179.693,1000,0,456,1475
agilent_118392,20.147,7.226,0.013,557,202
agilent_11871,33.596,6.8,0.034,210,127
agilent_118744,70.359,1000,0,938,1188
agilent_118780,67.582,14.169,0,254,309
agilent_118814,14.962,6.901,0.027,802,216
agilent_118988,268.286,15.955,0,170,821
agilent_119443,50.44,8.693,0,163,148
agilent_119918,244.034,15.654,0,196,861
agilent_12000,4277.543,15.955,0,3,231
agilent_12001,4342.354,15.955,0,6,469
agilent_12002,1666.575,7.006,0.021,2,60
agilent_12004,36.356,11.863,0,518,339
agilent_12006,119.379,14.292,0,94,202
agilent_12011,233.415,1000,0,590,2479
agilent_12012,186.781,15.654,0,196,659
agilent_12013,325.74,1000,0,154,903
agilent_12019,66.613,13.071,0,221,265
agilent_12020,33.124,9.034,0,374,223
agilent_12021,304.687,15.176,0,489,2682
agilent_12022,70.464,1000,0,380,482
agilent_12023,296.246,1000,0,541,2885
agilent_12024,2284.188,1000,0,17,699
agilent_12055,22.728,12.566,0,1161,475
agilent_120794,14.066,7.286,0.011,4060,1028
agilent_121687,55.105,8.183,0.001,124,123
agilent_122019,41.73,11.946,0,422,317
agilent_122178,556.354,15.955,0,67,671
agilent_122843,360.165,15.654,0,60,389
agilent_122991,47.578,9.324,0,209,179
agilent_123111,100.236,15.353,0,230,415
agilent_123379,331.313,1000,0,111,662
agilent_123600,62.986,9.941,0,142,161
agilent_123641,18.487,6.982,0.022,598,199
agilent_12387,40.276,14.955,0,640,464
agilent_124047,50.589,15.256,0,526,479
agilent_124170,406.447,15.477,0,79,578
agilent_124605,18.726,10.034,0,1065,359
agilent_125065,10.804,6.756,0.037,1306,254
agilent_125246,61.217,14.23,0,304,335
agilent_125342,700.651,1000,0,129,1627
agilent_125554,52.512,10.012,0,201,190
agilent_12603,64.065,9.401,0,124,143
agilent_126197,74.782,8.258,0.001,78,105
agilent_12679,160.044,15.955,0,126,363
agilent_126832,89.38,15.477,0,583,938
agilent_127207,42.38,9.917,0,291,222
agilent_127464,1462.883,15.654,0,6,158
agilent_128694,668.482,15.654,0,30,361
agilent_129495,431.451,15.353,0,257,1996
agilent_130031,32.678,7.309,0.01,255,150
agilent_130149,60.441,8.948,0,125,136
agilent_130267,56108.035,11.143,0,0.1,101
agilent_130781,67.494,13.02,0,214,260
agilent_130807,28.05,10.314,0,608,307
agilent_131108,118.663,15.955,0,147,314
agilent_131312,23.194,7.614,0.005,491,205
agilent_131542,786.098,1000,0,186,2632
agilent_131778,109.948,8.457,0.001,48,95
agilent_132172,34.329,9.551,0,390,241
agilent_132331,40553.332,8.391,0.001,0.1,73
agilent_132595,66.824,10.344,0,138,166
agilent_132716,338.365,15.477,0,99,603
agilent_132974,34.518,11.271,0,515,320
agilent_133132,102.558,8.401,0.001,52,96
agilent_133222,1287.429,15.955,0,120,2781
agilent_133424,104.264,15.353,0,203,381
agilent_133516,39.865,10.894,0,386,277
agilent_133566,29.435,6.816,0.032,268,142
agilent_13363,37.127,10.423,0,401,268
agilent_133935,104.645,7.467,0.007,43,81
agilent_134048,157.479,1000,0,115,326
agilent_134119,184.018,15.955,0,144,477
agilent_134144,57.404,7.077,0.018,90,93
agilent_134167,50.826,15.654,0,670,613
agilent_134479,55.332,1000,0,505,503
agilent_13448,17.686,11.266,0,1514,482
agilent_135148,683.139,15.654,0,212,2607
agilent_135255,101.779,15.955,0,274,502
agilent_135439,41.13,8.14,0.002,208,154
agilent_135645,240.728,15.955,0,141,611
agilent_13615,66.495,6.655,0.047,66,79
agilent_137016,113.793,10.447,0,62,127
agilent_137047,49.887,12.756,0,353,317
agilent_137404,27.69,7.075,0.018,321,160
agilent_137448,532.378,11.771,0,12,115
agilent_137474,749.624,15.654,0,83,1120
agilent_13766,63.402,7.856,0.003,92,105
agilent_137717,295.997,1000,0,131,698
agilent_1379,38.033,12.121,0,501,343
agilent_138357,257.669,15.955,0,47,218
agilent_138663,63.826,11.593,0,188,216
agilent_13970,18.882,12.686,0,1830,622
agilent_139744,107.344,15.353,0,192,371
agilent_14090,104.367,15.256,0,371,697
agilent_141426,427.409,1000,0,627,4824
agilent_141438,72.1,11.221,0,141,183
agilent_1414,231.551,1000,0,113,471
agilent_141512,105.371,15.477,0,310,588
agilent_141849,130.435,15.256,0,319,749
agilent_141936,90.638,1000,0,266,434
agilent_141975,1666.575,9.902,0,3,90
agilent_142505,101.631,14.724,0,129,236
agilent_142596,563.461,7.865,0.003,7,71
agilent_142602,39.877,7.799,0.003,202,145
agilent_142804,308.797,1000,0,179,995
agilent_142983,216.834,15.654,0,217,847
agilent_143270,136.193,15.477,0,93,228
agilent_14330,22.081,9.146,0,712,283
agilent_143364,183.751,11.612,0,39,129
agilent_143527,51.93,10.599,0,230,215
agilent_143555,152.255,7.382,0.009,27,74
agilent_144383,12.909,8.401,0.001,1489,346
agilent_145084,45.136,6.93,0.025,128,104
agilent_145695,71.664,1000,0,993,1281
agilent_146063,305.539,8.141,0.002,14,77
agilent_1463,62.497,10.75,0,168,189
agilent_146455,30.673,13.455,0,815,450
agilent_147318,100.245,1000,0,266,480
agilent_147335,345.219,9.075,0,14,87
agilent_147336,198.057,15.955,0,874,3116
agilent_1475,58.519,11.197,0,206,217
agilent_148358,52774.884,10.557,0,0.1,95
agilent_148372,124993.146,1000,0,0.1,225
agilent_148478,40.038,10.099,0,333,240
agilent_148479,12.392,6.827,0.031,1049,234
agilent_149025,75.916,1000,0,311,425
agilent_149908,266.269,15.176,0,174,834
agilent_150098,73.235,1000,0,377,497
agilent_150199,35.1,12.854,0,622,393
agilent_150244,274.059,7.819,0.003,15,74
agilent_150269,72.056,14.574,0,239,310
agilent_150541,522.724,15.654,0,293,2757
agilent_150574,331.258,14.913,0,27,161
agilent_150791,71.706,11.165,0,141,182
agilent_150929,90.575,15.654,0,184,300
agilent_150977,133.673,12.391,0,64,154
agilent_15204,60.238,10.329,0,166,180
agilent_152141,44.817,14.676,0,533,430
agilent_152249,39.193,6.899,0.027,163,115
agilent_15228,39.68,9.501,0,301,215
agilent_153063,113.883,10.221,0,60,123
agilent_153168,63.447,1000,0,943,1077
agilent_153201,42.031,10.693,0,341,258
agilent_15325,132.177,6.87,0.029,29,69
agilent_153298,3211.629,1000,0,32,1850
agilent_153344,55.112,8.254,0.001,126,125
agilent_153649,41.626,15.109,0,718,538
agilent_153790,223.974,1000,0,63,254
agilent_153978,97.486,15.477,0,310,544
agilent_154388,145.638,9.021,0,37,97
agilent_155466,263.143,9.132,0,19,90
agilent_156035,305.745,15.353,0,135,743
agilent_156049,61.065,9.262,0,131,144
agilent_15650,33.082,8.787,0,356,212
agilent_156664,47.553,7.178,0.014,125,107
agilent_156943,87.42,15.477,0,258,406
agilent_157038,122.421,10.15,0,54,119
agilent_157051,75.184,1000,0,266,360
agilent_157406,19.049,7.642,0.005,662,227
agilent_157561,65.946,10.847,0,155,184
agilent_157814,55.069,11.187,0,230,228
agilent_157994,58.219,8.645,0,125,131
agilent_158072,49.997,7.351,0.009,120,108
agilent_158082,54.984,14.75,0,391,387
agilent_158374,21.927,9.423,0,755,298
agilent_158453,335.213,1000,0,322,1943
agilent_158483,2123.915,15.955,0,43,1644
agilent_158549,207.766,15.353,0,300,1122
agilent_158655,150.577,15.256,0,114,309
agilent_159126,80.107,1000,0,776,1119
agilent_159386,661.243,15.176,0,330,3928
agilent_159814,49.524,7.577,0.006,129,115
agilent_16055,27.776,6.637,0.049,282,141
agilent_160857,41.76,1000,0,729,548
agilent_16106,73.887,15.353,0,303,403
agilent_161226,52.399,15.955,0,599,565
agilent_161715,26.297,8.702,0,507,240
agilent_161799,48.067,7.724,0.004,141,122
agilent_161896,16.575,6.83,0.031,677,202
agilent_16209,82.976,15.955,0,709,1059
agilent_162348,1666.575,7.006,0.021,2,60
agilent_162604,177.431,1000,0,165,527
agilent_163109,10.842,7.651,0.005,1819,355
agilent_163130,35.829,11.13,0,476,307
agilent_163199,99.33,1000,0,802,1434
agilent_163760,149.385,15.955,0,119,320
agilent_164398,34442.556,7.294,0.011,0.1,62
agilent_16458,271.096,11.708,0,25,122
agilent_164720,20.268,7.041,0.019,529,193
agilent_164964,26.516,9.22,0,551,263
agilent_165042,17.225,6.67,0.045,616,191
agilent_165074,26.776,12.277,0,861,415
agilent_165244,23.456,6.888,0.027,405,171
agilent_165566,55.216,9.504,0,165,164
agilent_165909,41.104,8.423,0.001,223,165
agilent_166288,43.16,9.517,0,260,202
agilent_16670,57.125,7.754,0.004,106,109
agilent_166804,39.279,13.26,0,553,391
agilent_166849,37.407,7.302,0.011,199,134
agilent_166869,263.874,15.477,0,340,1615
agilent_166980,14.619,7.212,0.013,893,235
agilent_167108,95.868,1000,0,175,302
agilent_167207,15.512,6.719,0.04,727,203
agilent_167592,90.691,15.256,0,166,271
agilent_167634,21.926,8.195,0.001,603,238
agilent_168178,114.666,1000,0,156,322
agilent_168287,54.611,7.9,0.003,118,116
agilent_168512,122.34,14.135,0,89,196
agilent_168693,49997.258,10.068,0,0.1,90
agilent_168741,33.785,12.892,0,661,402
agilent_16895,8.939,6.642,0.048,2318,373
agilent_169142,126.536,15.955,0,126,287
agilent_169204,111.678,15.477,0,194,390
agilent_169241,61.191,13.278,0,266,293
agilent_169523,58.18,9.438,0,148,155
agilent_169922,120.644,1000,0,198,430
agilent_170100,117.063,15.477,0,317,668
agilent_170181,331.258,14.913,0,27,161
agilent_170488,23.189,8.159,0.001,551,230
agilent_170771,80.717,1000,0,234,340
agilent_170925,356.618,1000,0,267,1714
agilent_170991,41.84,7.209,0.013,158,119
agilent_171076,112.593,15,0,112,227
agilent_171301,20.518,8.351,0.001,685,253
agilent_171523,41.97,12.527,0,454,343
agilent_171544,68.059,12.399,0,191,234
agilent_171634,96.084,1000,0,233,403
agilent_171657,44.61,15.051,0,594,477
agilent_171659,43.318,7.676,0.004,168,131
agilent_171754,31.006,10.225,0,516,288
agilent_171770,292.888,1000,0,606,3195
agilent_172097,27.973,6.68,0.044,282,142
agilent_172111,62.675,7.022,0.02,78,88
agilent_172457,1722.128,7.205,0.013,2,62
agilent_172473,63.128,13.599,0,264,300
agilent_172484,380.931,1000,0,28,192
agilent_1726,64.919,11.266,0,172,201
agilent_172974,32.481,13.991,0,797,466
agilent_173268,65.514,14.724,0,290,342
agilent_173432,52.566,6.657,0.047,93,88
agilent_173498,410.108,1000,0,34,251
agilent_173526,175.204,8.132,0.002,26,82
agilent_174290,267.079,11.918,0,26,125
agilent_174568,21.158,7.704,0.004,575,219
agilent_174700,310.663,15.955,0,103,576
agilent_174704,96.975,1000,0,975,1702
agilent_174849,484.822,10.056,0,11,96
agilent_174945,371.774,9.12,0,13,87
agilent_175130,264.691,15.955,0,170,810
agilent_175186,35.829,1000,0,921,594
agilent_175479,19.107,10.564,0,1131,389
agilent_175669,32.739,8.214,0.001,319,188
agilent_176451,172.69,15.353,0,396,1231
agilent_176821,33.428,7.099,0.017,231,139
agilent_177143,58.712,1000,0,422,446
agilent_177203,47.493,8.948,0,193,165
agilent_1772,61.725,8.005,0.002,99,110
agilent_177407,142.849,7.17,0.014,28,72
agilent_177491,66.58,15.654,0,403,483
agilent_177753,119.698,1000,0,640,1379
agilent_178035,84.152,1000,0,270,409
agilent_178307,171.708,7.008,0.021,22,68
agilent_178367,24.934,9.242,0,606,272
agilent_178402,16.553,9.465,0,1178,351
agilent_178504,63.402,11.399,0,184,210
agilent_178863,49.631,9.412,0,197,176
agilent_1793,457.24,1000,0,104,856
agilent_179427,216.362,7.666,0.005,19,74
agilent_17962,32.013,10.713,0,531,306
agilent_179678,131.336,1000,0,497,1175
agilent_179875,44.7,8.93,0,215,173
agilent_179981,16.814,7.813,0.003,826,250
agilent_18020,155.131,1000,0,294,821
agilent_180309,547.589,1000,0,308,3036
agilent_181025,1350.501,1000,0,29,705
agilent_181305,44.215,7.31,0.01,147,117
agilent_181852,346.765,15.955,0,475,2965
agilent_181864,31.349,6.84,0.031,241,136
agilent_18217,60.496,12.359,0,236,257
agilent_182276,55.004,15.256,0,608,602
agilent_182284,15.728,8.482,0.001,1049,297
agilent_182343,430.018,1000,0,54,418
agilent_182676,836.667,1000,0,411,6190
agilent_182818,62.071,15.353,0,375,419
agilent_183695,155.801,1000,0,394,1105
agilent_184156,240.56,15.176,0,442,1914
agilent_184204,19.26,8.493,0.001,773,268
agilent_184219,190.68,1000,0,74,254
agilent_184403,96.899,15.353,0,262,457
agilent_185726,84.17,12.512,0,132,200
agilent_186169,47.748,7.079,0.018,121,104
agilent_186640,13.389,8.713,0,1502,362
agilent_186673,64.787,1000,0,1516,1768
agilent_187024,28.593,7.507,0.007,340,175
agilent_187390,84.494,15.955,0,906,1378
agilent_187487,49.997,7.351,0.009,120,108
agilent_187615,84.47,8.853,0,73,111
agilent_187825,28.559,8.48,0.001,426,219
agilent_187841,340.049,15.955,0,33,202
agilent_18795,31.663,7.625,0.005,293,167
agilent_187984,121.945,15.654,0,123,270
agilent_188190,59.48,7.737,0.004,99,106
agilent_188238,86.746,15.477,0,317,495
agilent_188408,34.772,7.963,0.002,270,169
agilent_188414,37.927,9.913,0,353,241
agilent_188441,164.082,1000,0,151,446
agilent_188546,67.289,7.057,0.019,71,86
agilent_188602,70.598,11.125,0,144,183
agilent_188820,40.163,6.717,0.041,148,107
agilent_188869,129.719,15.654,0,191,446
agilent_189058,75.21,13.729,0,195,264
agilent_189097,772.685,15.353,0,11,153
agilent_190888,250.737,1000,0,74,334
agilent_191401,84.243,15.654,0,1063,1612
agilent_191596,250.491,1000,0,110,496
agilent_192078,38.864,8.355,0.001,243,170
agilent_192257,29.357,8.032,0.002,369,195
agilent_19240,1296.225,15.955,0,15,350
agilent_192466,28.498,10.131,0,577,296
agilent_192564,809.559,1000,0,199,2900
agilent_192983,213.322,9.416,0,25,96
agilent_193007,303.506,15.654,0,123,672
agilent_19304,178.231,13.186,0,48,154
agilent_193106,60.044,1000,0,1175,1270
agilent_193153,19.596,7.254,0.012,584,206
agilent_193456,59.441,13.748,0,300,321
agilent_193647,21.198,7.36,0.009,532,203
agilent_193692,79.66,6.762,0.037,53,76
agilent_19374,79.941,9.062,0,82,118
agilent_194668,262.748,15.654,0,37,175
agilent_194865,53.163,6.726,0.04,93,89
agilent_195041,60.83,11.436,0,200,219
agilent_195152,94.918,15.955,0,755,1290
agilent_195288,24.035,7.855,0.003,490,212
agilent_195437,109.387,15.477,0,194,382
agilent_195471,31.154,12.395,0,699,392
agilent_195609,499.973,15.256,0,87,783
agilent_196127,746.676,15.477,0,440,5914
agilent_196240,26.029,13.595,0,1065,499
agilent_196409,70.61,1000,0,1140,1449
agilent_196561,70.858,9.036,0,98,125
agilent_196650,23.048,9.055,0,658,273
agilent_196963,56.137,12.705,0,285,288
agilent_19698,109.643,7.114,0.016,38,75
agilent_197303,84.239,12.003,0,122,185
agilent_197493,955.788,1000,0,39,671
agilent_197566,266.652,15.955,0,45,216
agilent_197592,40.653,9.731,0,302,221
agilent_198014,64.233,8.155,0.001,96,111
agilent_198310,264.313,1000,0,95,452
agilent_198389,402.094,14.557,0,21,152
agilent_198516,16.217,7.576,0.006,829,242
agilent_198635,169.073,12.17,0,46,140
agilent_198657,47.809,1000,0,660,568
agilent_198671,108.395,7.446,0.008,41,80
agilent_199155,36.204,9.872,0,379,247
agilent_199817,73.137,11.287,0,139,183
agilent_200370,1708.719,1000,0,29,892
agilent_200559,3722.018,7.75,0.004,1,67
agilent_200616,246.018,15.654,0,42,186
agilent_200650,221.259,1000,0,409,1629
agilent_200788,454.653,15.256,0,114,933
agilent_200789,466.641,15.477,0,205,1722
agilent_200833,269.915,1000,0,269,1307
agilent_201509,60.418,9.39,0,137,149
agilent_201771,46.038,15.955,0,543,450
agilent_201775,141.755,7.315,0.01,29,74
agilent_201785,14.171,7.848,0.003,1082,276
agilent_201879,198.892,15.109,0,324,1160
agilent_202527,167.901,15.955,0,134,405
agilent_203008,20.115,7.484,0.007,591,214
agilent_203020,280.126,15.955,0,47,237
agilent_203477,88.06,1000,0,364,577
agilent_20375,15.082,7.014,0.02,814,221
agilent_203931,142.935,15.477,0,185,476
agilent_203972,36.279,14.913,0,1225,800
agilent_204210,72.719,14.557,0,233,305
agilent_204343,56.388,8.676,0,133,135
agilent_204624,545.947,1000,0,29,285
agilent_204753,34.652,6.861,0.029,202,126
