ID,fold_change,neglogp,padj,input,count
agilent_105,26.813,11.201,0,292,64
agilent_106497,69.49,1000,0,294,167
agilent_10659,22.911,15.176,0,1399,262
agilent_107363,23.706,12.329,0,418,81
agilent_107529,61.866,15.477,0,263,133
agilent_10959,24.831,8.435,0.001,202,41
agilent_10960,17.951,1000,0,1288,189
agilent_109712,16.512,10.762,0,652,88
agilent_110313,41.143,15.654,0,559,188
agilent_110572,19.131,7.057,0.022,243,38
agilent_111564,25.536,8.789,0,206,43
agilent_11270,61.573,15.477,0,302,152
agilent_11271,53.598,15.353,0,404,177
agilent_11272,99.316,1000,0,186,151
agilent_112839,47.609,1000,0,203,79
agilent_113202,11.9,14.523,0,1542,150
agilent_114063,14.2,8.465,0.001,560,65
agilent_11458,14.345,7.567,0.007,452,53
agilent_114706,13.709,9.224,0,705,79
agilent_115910,14680.333,9.358,0,0.1,12
agilent_116280,14.322,7.089,0.021,410,48
agilent_116352,51.642,15.654,0,244,103
agilent_1167,27.436,15.955,0,544,122
agilent_117526,15.12,7.937,0.003,445,55
agilent_12000,937.91,1000,0,3,23
agilent_12001,550.512,1000,0,6,27
agilent_12004,22.436,13.22,0,518,95
agilent_12005,39.463,8.571,0.001,93,30
agilent_12008,31.595,15.955,0,484,125
agilent_12009,32.228,1000,0,744,196
agilent_12010,23.806,7.66,0.006,185,36
agilent_12011,77.756,15.353,0,590,375
agilent_12012,62.416,1000,0,196,100
agilent_12013,101.682,1000,0,154,128
agilent_12014,27.845,15.654,0,1485,338
agilent_12015,38.798,15.955,0,1091,346
agilent_12016,38.525,15,0,2099,661
agilent_12017,40.063,15.353,0,342,112
agilent_12018,229.992,1000,0,75,141
agilent_12019,177.138,15.955,0,221,320
agilent_12020,157.663,15.654,0,374,482
agilent_12024,453.363,1000,0,17,63
agilent_120312,52.89,15.955,0,266,115
agilent_121650,23.905,11.033,0,348,68
agilent_123581,12.206,9.751,0,892,89
agilent_124037,12.394,7.647,0.006,612,62
agilent_124269,7.817,11.696,0,2191,140
agilent_12509,11.057,1000,0,2058,186
agilent_12510,11.012,13.972,0,1622,146
agilent_12511,16.376,7.813,0.004,381,51
agilent_12512,9.857,9.685,0,1179,95
agilent_12513,9.787,10.216,0,1275,102
agilent_125239,30.463,15.353,0,506,126
agilent_125849,34.424,12.819,0,231,65
agilent_126598,24.95,7.136,0.019,152,31
agilent_126599,30.584,15.353,0,444,111
agilent_128031,11.707,8.833,0,836,80
agilent_129359,15.64,7.052,0.023,352,45
agilent_129495,62.834,15.654,0,257,132
agilent_129513,41.455,15.955,0,422,143
agilent_129839,39.938,15.955,0,291,95
agilent_129841,12.659,12.471,0,1150,119
agilent_130020,20.389,11.021,0,450,75
agilent_130807,13.28,8.217,0.002,608,66
agilent_130938,74.5,15.955,0,312,190
agilent_13153,13.237,10.129,0,841,91
agilent_131764,22.897,11.047,0,374,70
agilent_132840,44.617,9.277,0,85,31
agilent_133222,152.92,1000,0,120,150
agilent_133561,4.562,7.04,0.023,2816,105
agilent_13503,39.654,11.344,0,145,47
agilent_135148,106.179,1000,0,212,184
agilent_137384,214.088,13.796,0,12,21
agilent_137474,114.966,1000,0,83,78
agilent_13796,47.565,15.477,0,643,250
agilent_138841,61.168,14.654,0,106,53
agilent_138844,50.682,9.538,0,70,29
agilent_13901,27.546,11.746,0,302,68
agilent_139400,319.956,15.955,0,26,68
agilent_139639,22.184,15.353,0,750,136
agilent_140310,24.793,15,0,676,137
agilent_140424,34.776,1000,0,591,168
agilent_142065,122.336,7.219,0.015,12,12
agilent_142475,19.936,10.054,0,405,66
agilent_142983,37.772,13.654,0,217,67
agilent_142998,24.771,9.297,0,242,49
agilent_143169,49.153,12.065,0,112,45
agilent_144715,37.171,14.778,0,260,79
agilent_145345,10.57,6.962,0.028,706,61
agilent_146173,25.846,7.092,0.021,142,30
agilent_146603,11.626,9.721,0,947,90
agilent_14708,6.222,7.123,0.019,1573,80
agilent_147336,75.025,1000,0,874,536
agilent_147491,14.261,8.416,0.001,549,64
agilent_149779,63.022,7.709,0.005,33,17
agilent_149908,56.246,1000,0,174,80
agilent_150244,97.869,6.829,0.038,15,12
agilent_152671,11.051,7.893,0.003,786,71
agilent_153298,202.619,1000,0,32,53
agilent_153438,20.073,10.854,0,451,74
agilent_155991,24.32,7.339,0.012,166,33
agilent_156855,23.058,11.285,0,382,72
agilent_156863,64.053,1000,0,212,111
agilent_15810,24.673,9.175,0,238,48
agilent_159408,19.43,11.266,0,510,81
agilent_160328,34.592,9.824,0,145,41
agilent_16209,17.945,12.31,0,709,104
agilent_162436,30.641,1000,0,2152,539
agilent_162437,27.1,15,0,1273,282
agilent_162642,31.691,14.955,0,2100,544
agilent_163808,13.191,7.097,0.02,473,51
agilent_164609,5.605,8.559,0.001,2510,115
agilent_164699,4.8,8.263,0.001,3415,134
agilent_164761,6.962,7.621,0.006,1441,82
agilent_166567,14.579,8.864,0,579,69
agilent_166869,64.047,15.477,0,340,178
agilent_167901,80.69,12.556,0,47,31
agilent_1683,29.931,15.353,0,609,149
agilent_171770,72.271,15.353,0,606,358
agilent_171840,36.298,7.738,0.005,91,27
agilent_172092,14.475,8.338,0.001,524,62
agilent_173976,16.849,7.395,0.01,334,46
agilent_174704,20.829,15.256,0,975,166
agilent_17616,38.114,15.955,0,1117,348
agilent_17769,35.806,7.179,0.017,82,24
agilent_179950,16.617,8.563,0.001,427,58
agilent_180309,76.659,15.654,0,308,193
agilent_180674,23.994,11.361,0,362,71
agilent_180726,24.467,7.89,0.003,185,37
agilent_182676,140.791,15.654,0,411,473
agilent_183695,56.511,15.955,0,394,182
agilent_18584,31.831,1000,0,711,185
agilent_188075,19.29,7.088,0.021,241,38
agilent_188869,48.038,1000,0,191,75
agilent_189230,47.642,15.654,0,303,118
agilent_190453,19.36,8.002,0.003,297,47
agilent_190714,20.389,6.854,0.036,204,34
agilent_191999,24.131,8.538,0.001,218,43
agilent_192564,145.697,15.654,0,199,237
agilent_192983,161.484,1000,0,25,33
agilent_193247,39.195,15.955,0,309,99
agilent_194178,20.677,7.134,0.019,213,36
agilent_194982,20.068,8.646,0.001,317,52
agilent_195002,174.766,12.532,0,14,20
agilent_196127,55.607,15.353,0,440,200
agilent_197220,29.016,8.537,0.001,156,37
agilent_197370,12.256,7.129,0.019,549,55
agilent_197866,25.72,15.477,0,1113,234
agilent_198657,17.424,11.464,0,660,94
agilent_199335,72.558,1000,0,290,172
agilent_19979,37.845,1000,0,417,129
agilent_200370,333.26,1000,0,29,79
agilent_200650,17.049,8.557,0.001,409,57
agilent_200788,42.925,10.584,0,114,40
agilent_200789,48.934,1000,0,205,82
agilent_200833,33.199,13.382,0,269,73
agilent_201336,13.738,14.875,0,1309,147
agilent_201764,47.975,14.311,0,153,60
