ID,fold_change,neglogp,padj,input,count
agilent_102644,19957.045,8.202,0.002,0.1,38
agilent_103708,51.564,9.46,0,55,54
agilent_105317,703.748,13.191,0,5,67
agilent_107529,22.166,12.07,0,263,111
agilent_1075,21.491,1000,0,826,338
agilent_108474,18.198,1000,0,759,263
agilent_109516,84.405,15.353,0,56,90
agilent_109583,20.925,7.532,0.009,128,51
agilent_10959,39.519,15.477,0,202,152
agilent_11124,17856.304,7.467,0.011,0.1,34
agilent_111346,10.768,9.879,0,756,155
agilent_112104,16.534,8.027,0.003,216,68
agilent_11947,56.917,1000,0,800,867
agilent_11948,45.535,1000,0,1083,939
agilent_11949,57.935,1000,0,320,353
agilent_12000,717.753,8.623,0.001,3,41
agilent_12001,507.679,11.555,0,6,58
agilent_12004,42.583,15.955,0,518,420
agilent_12005,75.107,15.654,0,93,133
agilent_12006,119.563,15.955,0,94,214
agilent_12011,56.613,1000,0,590,636
agilent_12012,45.82,15.477,0,196,171
agilent_12013,69.911,15.256,0,154,205
agilent_12015,124.774,1000,0,1091,2592
agilent_12017,120.393,1000,0,342,784
agilent_12018,116.941,1000,0,75,167
agilent_12019,76.52,15.109,0,221,322
agilent_12020,65.859,14.913,0,374,469
agilent_12024,355.272,1000,0,17,115
agilent_120494,1024.112,8.301,0.002,2,39
agilent_121197,25734.085,10.196,0,0.1,49
agilent_12511,12.268,7.768,0.005,381,89
agilent_1256,8,8.173,0.002,906,138
agilent_128338,16805.933,7.097,0.025,0.1,32
agilent_128892,11.941,8.577,0.001,453,103
agilent_129215,20.519,10.205,0,215,84
agilent_129,89.053,14.955,0,1403,2379
agilent_129495,35.353,15.051,0,257,173
agilent_132331,25734.085,10.196,0,0.1,49
agilent_133222,92.783,15.256,0,120,212
agilent_133306,34.393,15.256,0,226,148
agilent_134572,30.713,14.02,0,171,100
agilent_135148,39.637,1000,0,212,160
agilent_137404,13.58,7.719,0.006,321,83
agilent_137474,64.541,15.477,0,83,102
agilent_138738,16805.933,7.097,0.025,0.1,32
agilent_140976,31.807,7.203,0.019,71,43
agilent_142983,20.572,10.276,0,217,85
agilent_147318,20.534,11.153,0,266,104
agilent_147336,46.81,1000,0,874,779
agilent_149878,997.852,8.119,0.002,2,38
agilent_149908,46.482,15.654,0,174,154
agilent_150100,11.648,8.966,0,514,114
agilent_150117,149.263,10.384,0,19,54
agilent_15071,2100.742,8.527,0.001,1,40
agilent_150847,36.763,12.232,0,110,77
agilent_153298,60.725,6.965,0.033,32,37
agilent_155093,23.803,9.252,0,139,63
agilent_155967,14.244,7.739,0.006,1508,409
agilent_158206,16280.747,6.911,0.038,0.1,31
agilent_161014,20482.231,8.385,0.001,0.1,39
agilent_161085,24.924,8.554,0.001,118,56
agilent_161274,357.126,7.261,0.017,5,34
agilent_162348,892.815,7.384,0.013,2,34
agilent_164063,34137.051,13.049,0,0.1,65
agilent_164375,10.928,9.349,0,668,139
agilent_165111,378.133,7.629,0.007,5,36
agilent_165182,459.537,7.485,0.01,4,35
agilent_165236,17331.118,7.282,0.016,0.1,33
agilent_166869,31.202,15,0,340,202
agilent_16820,16.426,1000,0,1199,375
agilent_168748,29.645,15.051,0,287,162
agilent_169688,29.241,15.477,0,731,407
agilent_171770,18.806,15.109,0,606,217
agilent_173322,27.098,1000,0,407,210
agilent_174652,288.852,7.037,0.028,6,33
agilent_174704,12.928,14.54,0,975,240
agilent_175977,75.627,6.97,0.033,25,36
agilent_17615,51.564,9.46,0,55,54
agilent_177491,14.465,9.811,0,403,111
agilent_17760,16.412,8.09,0.003,224,70
agilent_180309,27.282,1000,0,308,160
agilent_18162,22.879,1000,0,505,220
agilent_182676,105.037,1000,0,411,822
agilent_182818,12.885,8.121,0.002,375,92
agilent_183650,472.667,7.669,0.007,4,36
agilent_183695,25.459,14.841,0,394,191
agilent_184854,14.646,9.021,0,355,99
agilent_18816,752.766,8.986,0,3,43
agilent_191203,25.941,15.256,0,330,163
agilent_192564,85.508,15.477,0,199,324
agilent_193182,52.519,6.999,0.031,38,38
agilent_1947,116.433,1000,0,106,235
agilent_19497,84.348,9.805,0,33,53
agilent_195609,28.372,7.606,0.008,87,47
agilent_195846,68.035,10.239,0,44,57
agilent_196054,14.323,13.307,0,1177,321
agilent_196127,66.842,15.256,0,440,560
agilent_200370,182.909,1000,0,29,101
agilent_200650,11.043,7.263,0.017,409,86
agilent_200789,29.205,14.507,0,205,114
agilent_200833,18.547,10.014,0,269,95
agilent_201326,12.349,7.925,0.004,387,91
agilent_201400,8.415,6.921,0.037,674,108
agilent_203156,169.226,15.955,0,27,87
agilent_203376,23.633,8.182,0.002,120,54
agilent_205570,7.429,7.521,0.009,912,129
agilent_206025,16.206,7.026,0.029,175,54
agilent_207681,91.907,1000,0,100,175
agilent_208231,16.47,7.007,0.03,169,53
agilent_208541,19.63,1000,0,816,305
agilent_209928,41.409,7.224,0.018,52,41
agilent_212303,48.865,15.955,0,115,107
agilent_212,33.292,15.477,0,519,329
agilent_21305,24.537,8.639,0.001,122,57
agilent_215637,18.143,7.704,0.006,165,57
agilent_216564,17.309,1000,0,801,264
agilent_217075,22.655,9.389,0,153,66
agilent_219967,13.848,13.805,0,804,212
agilent_220657,124.62,1000,0,767,1820
agilent_221016,12.736,7.88,0.004,367,89
agilent_221096,87.07,15.654,0,76,126
agilent_22124,32.877,15.654,0,246,154
agilent_221266,36.936,10.45,0,91,64
agilent_222860,31.796,1000,0,664,402
agilent_223654,11.56,10.129,0,1213,267
agilent_223979,14.42,8.698,0.001,346,95
agilent_224314,13.715,7.701,0.006,314,82
agilent_224401,106.466,15.353,0,147,298
agilent_224692,22.16,1000,0,647,273
agilent_224850,49.988,13.186,0,83,79
agilent_225172,18.797,1000,0,651,233
agilent_225394,17856.304,7.467,0.011,0.1,34
agilent_226077,10.43,8.264,0.002,569,113
agilent_227745,20.617,10.784,0,242,95
agilent_229243,48.014,15,0,443,405
agilent_229560,286.832,15.955,0,26,142
agilent_229642,1141.587,1000,0,19,413
agilent_230267,25.736,13.905,0,251,123
agilent_231285,21.841,1000,0,529,220
agilent_231419,23.489,15.176,0,436,195
agilent_232559,13.478,7.936,0.004,339,87
agilent_233690,14.893,11.285,0,469,133
agilent_234083,29.596,13.946,0,181,102
agilent_235082,64.304,1000,0,1377,1686
agilent_235935,73.776,15.051,0,252,354
agilent_235978,192.915,15.477,0,101,371
agilent_236864,35.472,1000,0,647,437
agilent_237349,20.534,7.598,0.008,133,52
agilent_237411,27.945,1000,0,919,489
agilent_237460,26.542,7.498,0.01,93,47
agilent_237531,23.229,11.521,0,208,92
agilent_237665,16.576,14.364,0,621,196
agilent_23786,20.299,12.232,0,326,126
agilent_238097,127.322,12.635,0,1949,4725
agilent_238433,125.417,15.353,0,268,640
agilent_238494,2205.779,8.891,0,1,42
agilent_238578,18381.489,7.651,0.007,0.1,35
agilent_238826,8.138,7.672,0.007,826,128
agilent_238855,17.432,8.839,0,235,78
agilent_239013,28.279,14.239,0,208,112
agilent_239104,13.009,7.434,0.011,327,81
agilent_239805,11.497,9.482,0,603,132
agilent_241601,11.983,7.158,0.021,355,81
agilent_241668,10.287,7.51,0.01,485,95
agilent_242591,41.911,15.353,0,203,162
agilent_30035,20.355,15.654,0,467,181
agilent_31584,189.067,10.514,0,15,54
agilent_318,88.494,15.176,0,200,337
agilent_319,50.183,1000,0,877,838
agilent_320,164.12,15.176,0,200,625
agilent_321,134.939,15.353,0,901,2315
agilent_3327,48.142,14.375,0,96,88
agilent_3328,26.918,14.955,0,279,143
agilent_3329,40.089,15.477,0,300,229
agilent_3466,31.769,1000,0,1387,839
agilent_3467,14.156,9.961,0,1369,369
agilent_3468,199.974,15.955,0,26,99
agilent_36653,62.476,1000,0,327,389
agilent_36834,17331.118,7.282,0.016,0.1,33
agilent_3692,30.062,1000,0,290,166
agilent_39198,50.856,15.353,0,1074,1040
agilent_4332,7.686,6.816,0.047,779,114
agilent_44125,20.912,10.549,0,221,88
agilent_46548,10.902,7.652,0.007,448,93
agilent_4722,76.563,1000,0,249,363
agilent_4836,26.448,10.378,0,139,70
agilent_48632,76.938,15.353,0,157,230
agilent_49619,17331.118,7.282,0.016,0.1,33
agilent_5090,163.485,15.955,0,62,193
agilent_5189,54.699,1000,0,265,276
agilent_52200,44.605,10.477,0,73,62
agilent_5223,25.586,8.74,0.001,117,57
agilent_530,14.88,8.235,0.002,300,85
agilent_53727,22.808,10.309,0,175,76
agilent_542,51.308,1000,0,1302,1272
agilent_55518,1181.667,9.391,0,2,45
agilent_55558,94.533,15.654,0,95,171
agilent_55961,38.849,9.087,0,73,54
agilent_58668,16280.747,6.911,0.038,0.1,31
agilent_61084,39.097,1000,0,270,201
agilent_62709,28.51,1000,0,245,133
agilent_64147,11.473,8.951,0,531,116
agilent_65600,66.573,15.256,0,142,180
agilent_6936,16.784,7.749,0.006,194,62
agilent_69787,13.273,11.44,0,641,162
agilent_7108,49.388,15.109,0,302,284
agilent_71285,13.589,10.7,0,514,133
agilent_7301,47.338,1000,0,659,594
agilent_7302,71.096,1000,0,964,1305
agilent_7303,78.299,1000,0,658,981
agilent_73216,18381.489,7.651,0.007,0.1,35
agilent_73518,16280.747,6.911,0.038,0.1,31
agilent_7411,17.028,9.47,0,293,95
agilent_7538,19.297,15.109,0,528,194
agilent_75453,17331.118,7.282,0.016,0.1,33
agilent_76271,426.713,12.718,0,8,65
agilent_77528,92.433,8.416,0.001,25,44
agilent_7854,23.17,6.997,0.031,102,45
agilent_79454,21.906,10.239,0,187,78
agilent_79560,66.609,15.955,0,82,104
agilent_8059,13.199,12.416,0,756,190
agilent_8318,112.57,15.256,0,495,1061
agilent_8454,17.615,10.38,0,322,108
agilent_84807,21.322,13.977,0,367,149
agilent_86177,11.337,8.913,0,542,117
agilent_87750,538.315,8.582,0.001,4,41
agilent_88762,55.283,7.358,0.014,38,40
agilent_88956,39.03,15.256,0,183,136
agilent_89024,156.65,15.955,0,116,346
agilent_8947,16.278,15.654,0,955,296
agilent_896,33.262,15.353,0,330,209
agilent_897,27.777,1000,0,467,247
agilent_89806,1890.667,7.795,0.005,1,36
agilent_92799,25.945,14.02,0,251,124
agilent_97403,25.097,12.996,0,226,108
agilent_9777,42.342,1000,0,418,337
agilent_98530,63.6,15.176,0,218,264
corona2_10066,41.563,15.109,0,302,239
corona2_10356,11.313,8.597,0.001,506,109
corona2_11424,24.485,9.989,0,148,69
corona2_1151,10.464,10.804,0,1054,210
corona2_1152,14.463,1000,0,886,244
corona2_1153,10.129,8.554,0.001,1234,238
corona2_12191,16.84,7.558,0.009,184,59
corona2_12463,64.554,10.497,0,48,59
corona2_12800,38.264,8.623,0.001,70,51
corona2_12931,59.715,14.913,0,1226,1394
corona2_12936,92.462,15.256,0,142,250
corona2_12944,16.49,9.768,0,1465,460
corona2_13022,57.87,15.353,0,579,638
corona2_13047,43.642,9.997,0,71,59
corona2_13064,24.727,1000,0,720,339
corona2_13121,199.174,15.955,0,53,201
corona2_1730,20482.231,8.385,0.001,0.1,39
corona2_2538,33.541,14.913,0,238,152
corona2_2952,15.352,7.979,0.003,260,76
corona2_3004,56.844,15.256,0,85,92
corona2_3330,10.705,9.19,0,677,138
corona2_3611,78.778,8.941,0,32,48
corona2_3771,9.607,6.978,0.032,492,90
corona2_4556,12.703,12.855,0,831,201
corona2_4557,11.637,8.215,0.002,1363,302
corona2_4568,15.424,8.139,0.002,269,79
corona2_4570,12.912,8.944,0,423,104
corona2_5175,37.665,15.109,0,198,142
corona2_5176,35.157,12.626,0,121,81
corona2_5294,19.154,8.344,0.001,170,62
corona2_5488,31.245,7.753,0.005,79,47
corona2_5675,315.111,7.589,0.008,6,36
corona2_8147,34.902,15,0,158,105
corona2_8148,26.114,12.184,0,181,90
corona2_8149,16.846,8.936,0,265,85
corona2_8539,37.655,1000,0,265,190
corona2_893,20.551,14.051,0,391,153
corona2_9968,18.484,8.268,0.002,179,63
twist_18083,1785.63,7.427,0.012,1,34
twist_19504,26.554,7.225,0.018,89,45
twist_21503,8.557,8.329,0.001,847,138
twist_22119,19.473,12.419,0,356,132
twist_23714,16.824,1000,0,693,222
twist_25682,62.575,9.992,0,47,56
twist_26511,68.018,14.875,0,471,610
twist_27426,35.381,10.368,0,95,64
twist_27495,36.269,1000,0,404,279
twist_27539,21.342,11.366,0,251,102
twist_27540,18.861,10.137,0,1512,543
twist_27552,12.557,11.758,0,757,181
twist_27640,82.471,1000,0,128,201
twist_28586,15.637,8.858,0,309,92
twist_30833,8.54,6.96,0.034,658,107
twist_31607,15.908,8.567,0.001,1512,458
twist_32032,78.347,15.353,0,122,182
twist_32108,32.465,15.477,0,1443,892
twist_32109,26.727,1000,0,562,286
twist_32110,25.97,15.353,0,908,449
twist_32174,29.458,8.968,0,1724,967
twist_32175,29.288,1000,0,1101,614
twist_32176,29.656,14.808,0,317,179
twist_32218,97.875,7.962,0.003,22,41
twist_34377,16.426,1000,0,972,304
twist_34981,17.949,10.477,0,316,108
twist_35333,27.96,14.557,0,1343,715
twist_35334,41.252,14.913,0,1226,963
twist_36437,20.424,8.017,0.003,144,56
twist_38486,10.539,8.575,0.001,603,121
twist_39924,11.209,9.638,0,670,143
twist_40209,36.881,15.256,0,178,125
twist_4174,498.926,8.035,0.003,4,38
twist_42215,29.895,11.251,0,130,74
twist_43231,8.558,7.714,0.006,1166,190
twist_46140,22.842,13.058,0,292,127
twist_46304,12.762,11.77,0,1177,286
twist_46425,23.82,11.092,0,183,83
twist_4672,62.413,14.01,0,69,82
twist_4673,346.622,7.077,0.026,5,33
twist_47461,38.789,1000,0,547,404
twist_47463,20.714,9.596,0,1577,622
twist_47588,1461.766,15.955,0,12,334
twist_47589,357.465,1000,0,31,211
twist_47590,120267.457,1000,0,0.1,229
twist_48320,14.801,7.13,0.023,220,62
twist_48555,35.599,12.602,0,1670,1132
twist_49412,33.92,1000,0,1474,952
twist_49886,32.217,11.354,0,119,73
twist_49889,25.696,13.488,0,233,114
twist_50452,98.735,8.954,0,25,47
twist_50960,14.904,8.191,0.002,296,84
twist_51340,538.315,8.582,0.001,4,41
twist_54260,10.175,10.008,0,831,161
twist_54435,122.663,1000,0,146,341
twist_55740,17331.118,7.282,0.016,0.1,33
twist_55875,35.888,7.061,0.027,60,41
twist_55914,7.536,7.565,0.008,899,129
twist_57218,12.549,9.07,0,452,108
twist_58592,34.929,15.256,0,209,139
twist_58611,10.168,8.352,0.001,625,121
twist_58727,54.213,11.058,0,62,64
twist_58779,195.935,15.955,0,26,97
twist_58780,169.969,1000,0,55,178
twist_58793,61.811,14.612,0,1526,1796
twist_58795,86.355,1000,0,1563,2570
twist_58796,21.977,14.875,0,509,213
twist_58797,37.105,15,0,368,260
twist_58802,201.071,15.955,0,35,134
twist_59260,35.734,10.666,0,97,66
twist_59601,54.33,10.447,0,58,60
twist_60424,7.364,7.06,0.027,1084,152
twist_61446,270.095,7.551,0.009,7,36
twist_73207,9.812,9.64,0,835,156
twist_73297,362.855,1000,0,22,152
twist_74628,1838.149,7.612,0.008,1,35
twist_85426,9.327,9.131,0,839,149
twist_87633,997.852,8.119,0.002,2,38
twist_91465,94.533,7.114,0.024,20,36
twist_91507,16805.933,7.097,0.025,0.1,32
twist_93643,16.354,8.12,0.002,228,71
twist_93841,16805.933,7.097,0.025,0.1,32
twist_94237,8.497,7.096,0.025,1230,199
twist_95839,23633.343,9.475,0,0.1,45
twist_95840,288.852,8.969,0,8,44
twist_95841,17856.304,7.467,0.011,0.1,34
twist_96198,15.33,6.806,0.048,185,54
