ID,fold_change,neglogp,padj,input,count
agilent_100445,22,7.203,0.019,143,59
agilent_101567,45.16,11.554,0,98,83
agilent_101815,10.084,12.083,0,1269,240
agilent_10447,58.33,15.955,0,181,198
agilent_105311,191.957,12.128,0,20,72
agilent_105317,2527.437,1000,0,5,237
agilent_105357,21.69,8.105,0.002,177,72
agilent_105492,69.536,15.477,0,171,223
agilent_107529,191.39,15.654,0,263,944
agilent_111179,12.457,7.489,0.01,458,107
agilent_112463,9.104,11.912,0,1435,245
agilent_112839,79.851,15.051,0,203,304
agilent_113118,19.028,8.204,0.002,241,86
agilent_113286,25.217,11.808,0,277,131
agilent_113378,37.257,13.3,0,156,109
agilent_113888,24.453,8.578,0.001,157,72
agilent_115569,34.126,15.051,0,350,224
agilent_115788,71.961,1000,0,349,471
agilent_1167,28.719,1000,0,544,293
agilent_12000,888.691,9.255,0,3,50
agilent_12001,773.161,15,0,6,87
agilent_12015,63.732,1000,0,1091,1304
agilent_12016,68.868,1000,0,2099,2711
agilent_12017,70.472,15.256,0,342,452
agilent_12018,147.878,1000,0,75,208
agilent_12019,143.316,1000,0,221,594
agilent_12020,100.085,15.477,0,374,702
agilent_12021,16.574,10.644,0,489,152
agilent_12023,14.981,10.044,0,541,152
agilent_12024,385.796,1000,0,17,123
agilent_12044,9.786,8.366,0.001,850,156
agilent_120811,27727.159,9.698,0,0.1,52
agilent_121292,42.453,15.109,0,471,375
agilent_121626,506.554,7.261,0.017,4,38
agilent_12387,12.331,8.837,0,640,148
agilent_124126,13.694,8.119,0.002,440,113
agilent_125522,20.467,14.436,0,594,228
agilent_125554,35.548,14.523,0,201,134
agilent_125849,25.391,10.974,0,231,110
agilent_127163,10.312,7.215,0.019,636,123
agilent_128338,25594.3,9.05,0,0.1,48
agilent_129495,72.617,1000,0,257,350
agilent_130471,105.373,13.122,0,42,83
agilent_130668,54.142,15.353,0,260,264
agilent_130807,11.138,7.677,0.006,608,127
agilent_131312,11.729,7.283,0.016,491,108
agilent_132011,13.55,7.845,0.004,425,108
agilent_132331,121039.711,1000,0,0.1,227
agilent_133222,283.937,15.353,0,120,639
agilent_134048,43.121,12.478,0,115,93
agilent_134077,60.568,15.654,0,390,443
agilent_134645,63.576,9.645,0,52,62
agilent_135148,122.74,15.256,0,212,488
agilent_135589,13.679,7.364,0.013,382,98
agilent_136415,18.005,7.576,0.008,231,78
agilent_137474,95.079,15.477,0,83,148
agilent_138391,24.357,10.739,0,243,111
agilent_142701,4.096,8.832,0,4764,366
agilent_142983,32.927,13.986,0,217,134
agilent_143745,147.692,15.654,0,126,349
agilent_145096,38.835,1000,0,438,319
agilent_146603,42.849,1000,0,947,761
agilent_147220,195.512,15.353,0,84,308
agilent_147336,147.214,1000,0,874,2413
agilent_147893,21.662,9.132,0,224,91
agilent_149878,986.447,7.173,0.02,2,37
agilent_150745,1972.894,7.212,0.019,1,37
agilent_150795,21861.798,7.908,0.004,0.1,41
agilent_151320,13.752,7.796,0.005,411,106
agilent_151860,13.95,7.011,0.03,344,90
agilent_15204,35.012,12.958,0,166,109
agilent_153298,106.643,10.502,0,32,64
agilent_153766,30.398,15.051,0,428,244
agilent_153960,11.256,8.051,0.003,649,137
agilent_155551,13.069,7.328,0.014,408,100
agilent_15915,15.069,15.256,0,2201,622
agilent_160117,4.147,7.529,0.009,2803,218
agilent_161444,11.165,1000,0,1915,401
agilent_161607,208.842,8.44,0.001,12,47
agilent_161858,13.276,8.394,0.001,494,123
