ID,fold_change,neglogp,padj,input,count
agilent_101057,84.801,10.765,0,51,89
agilent_101196,73.609,1000,0,406,615
agilent_101800,13.731,6.849,0.043,453,128
agilent_102473,29.934,7.431,0.011,125,77
agilent_102644,27212.545,8.573,0.001,0.1,56
agilent_103233,28.445,9.352,0,205,120
agilent_103751,26.648,11.322,0,341,187
agilent_104541,22.962,7.053,0.027,182,86
agilent_105212,27.806,8.552,0.001,180,103
agilent_105317,3100.286,1000,0,5,319
agilent_107529,393.924,1000,0,263,2132
agilent_10,108.295,9.998,0,35,78
agilent_10838,21.698,7.23,0.018,215,96
agilent_108515,1263.44,7.963,0.003,2,52
agilent_110337,28.147,15.654,0,1117,647
agilent_11048,87.338,14.841,0,74,133
agilent_110850,12.684,11.687,0,1180,308
agilent_111319,55.517,15.109,0,372,425
agilent_111773,20.323,9.081,0,373,156
agilent_111987,13.669,8.438,0.001,647,182
agilent_11271,14.795,6.874,0.041,404,123
agilent_11272,23.252,7.228,0.018,186,89
agilent_112839,257.811,15.176,0,203,1077
agilent_11312,24.518,14.778,0,658,332
agilent_113319,31.65,8.887,0,152,99
agilent_1145,7.687,7.128,0.023,1239,196
agilent_11510,31.13,7.857,0.004,128,82
agilent_115718,40.367,14.676,0,254,211
agilent_1169,47.038,1000,0,406,393
agilent_117669,24.524,10.026,0,321,162
agilent_117919,44.306,9.64,0,102,93
agilent_11947,243.273,1000,0,800,4005
agilent_11948,150.448,15.176,0,1083,3353
agilent_11949,244.488,15.955,0,320,1610
agilent_12000,971.877,8.961,0,3,60
agilent_12001,817.996,14.03,0,6,101
agilent_12011,36.322,1000,0,590,441
agilent_12013,40.074,11.383,0,154,127
agilent_12020,15.722,6.954,0.034,374,121
agilent_12024,505.948,15.955,0,17,177
agilent_12058,95.821,1000,0,391,771
agilent_120926,9.683,9.595,0,1360,271
agilent_12144,17.573,10.331,0,589,213
agilent_121551,26.942,12.6,0,395,219
agilent_12530,41.347,15.256,0,684,582
agilent_125829,46.517,15.256,0,234,224
agilent_129495,129.142,15,0,257,683
agilent_129884,126.344,12.929,0,40,104
agilent_130471,145.781,15.256,0,42,126
agilent_133222,255.118,15.256,0,120,630
agilent_134048,66.764,15.955,0,115,158
agilent_134219,13.177,14.75,0,1737,471
agilent_134249,60.35,9.03,0,62,77
agilent_135148,220.735,15.955,0,212,963
agilent_136166,43.244,9.854,0,109,97
agilent_136984,27.312,7.169,0.021,137,77
agilent_137474,273.999,15.955,0,83,468
agilent_138563,28.205,7.611,0.007,143,83
agilent_141190,57.368,15.477,0,144,170
agilent_142983,90.694,15.654,0,217,405
agilent_143555,145.781,10.649,0,27,81
agilent_144463,70.907,15.353,0,196,286
agilent_144523,51.495,8.202,0.002,67,71
agilent_14647,153.257,10.809,0,26,82
agilent_147336,74.225,1000,0,874,1335
agilent_148358,43248.509,12.819,0,0.1,89
agilent_148372,30614.113,9.485,0,0.1,63
agilent_149411,48.968,12.555,0,130,131
agilent_149908,175.105,1000,0,174,627
agilent_15042,7.605,8.565,0.001,1853,290
agilent_150638,49.259,8.381,0.001,73,74
agilent_150795,51995.398,15.109,0,0.1,107
agilent_15204,40.69,12.063,0,166,139
agilent_153298,241.451,15.955,0,32,159
agilent_153821,14.496,1000,0,1780,531
agilent_15522,24782.853,7.918,0.004,0.1,51
agilent_15630,136.063,15.654,0,55,154
agilent_157977,16.048,7.847,0.004,433,143
agilent_15837,36.92,11.39,0,179,136
agilent_159295,47.225,7.869,0.004,71,69
agilent_159573,18.591,8.368,0.001,379,145
agilent_160430,15.101,8.712,0.001,576,179
agilent_16154,62.126,11.197,0,79,101
agilent_16209,34.543,14.875,0,709,504
agilent_163017,57.091,1000,0,366,430
agilent_163471,10.484,12.124,0,1942,419
agilent_165222,34.318,1000,0,708,500
agilent_165236,20895.347,6.858,0.042,0.1,43
agilent_165441,16.954,7.395,0.012,364,127
agilent_166178,14.136,12.327,0,1076,313
agilent_166869,108.05,1000,0,340,756
agilent_168044,23.219,1000,0,699,334
agilent_168693,58312.596,1000,0,0.1,120
agilent_169106,41.36,15.654,0,262,223
agilent_170771,26.789,9.364,0,234,129
agilent_171524,134604.909,1000,0,0.1,277
agilent_171770,25.58,15.353,0,606,319
agilent_172994,20.411,10.587,0,469,197
agilent_173709,35.893,10.969,0,176,130
agilent_174704,57.067,1000,0,975,1145
agilent_175910,39.59,1000,0,394,321
agilent_176636,792.847,1000,0,19,310
agilent_177491,64.269,1000,0,403,533
agilent_177911,28.374,7.85,0.004,149,87
agilent_178091,22353.162,7.257,0.017,0.1,46
agilent_179844,20.498,7.661,0.007,275,116
agilent_180309,50.645,14.955,0,308,321
agilent_180427,42.443,7.666,0.007,79,69
agilent_180726,36.511,11.457,0,185,139
agilent_18236,59.99,15.176,0,307,379
agilent_182676,316.747,14.913,0,411,2679
agilent_182987,27.74,9.952,0,247,141
agilent_183695,86.458,1000,0,394,701
agilent_187158,15.148,9.401,0,648,202
agilent_187918,37.39,1000,0,360,277
agilent_188392,74.442,1000,0,188,288
agilent_188869,51.138,15.477,0,191,201
agilent_191131,44.592,8.505,0.001,85,78
agilent_192564,214.643,15.353,0,199,879
agilent_192983,165.219,11.215,0,25,85
agilent_19304,100.225,12.039,0,48,99
agilent_193475,19.738,10.015,0,453,184
agilent_193795,21.088,7.75,0.005,265,115
agilent_193832,23.911,8.621,0.001,252,124
agilent_194589,26.849,9.098,0,219,121
agilent_19491,22.97,11.172,0,421,199
agilent_195148,33.568,13.378,0,304,210
agilent_195350,116.458,15.051,0,232,556
agilent_196127,280.188,15.477,0,440,2537
agilent_197570,51.401,1000,0,277,293
agilent_198657,64.056,15.955,0,660,870
agilent_199587,14.775,9.803,0,717,218
agilent_199774,12.09,7.204,0.019,619,154
agilent_199830,526.433,9.472,0,6,65
agilent_200370,383.724,1000,0,29,229
agilent_200616,148.095,15.353,0,42,128
agilent_200650,57.505,1000,0,409,484
agilent_200711,53.772,13.23,0,122,135
agilent_200769,16.963,11.11,0,699,244
agilent_200788,121.485,15.654,0,114,285
agilent_200789,89.128,15.353,0,205,376
agilent_200824,40.962,1000,0,312,263
agilent_200833,83.82,15.477,0,269,464
agilent_201126,8.711,7.046,0.027,993,178
agilent_202435,23.823,11.395,0,410,201
agilent_202462,19.286,7.804,0.005,320,127
agilent_202587,88.041,15,0,170,308
agilent_20258,26.053,7.651,0.007,166,89
agilent_204343,127.879,15.654,0,133,350
agilent_205570,34.367,1000,0,912,645
agilent_205647,33.976,12.214,0,246,172
agilent_205650,66.697,8.534,0.001,51,70
agilent_206025,100.52,15.477,0,175,362
agilent_206026,32.71,13.153,0,309,208
agilent_206029,32.1,14.913,0,383,253
agilent_206569,187.197,1000,0,176,678
agilent_207108,48.594,7.387,0.012,63,63
agilent_207681,209.925,15.256,0,100,432
agilent_208780,140.666,15.654,0,114,330
agilent_208892,21381.285,6.992,0.031,0.1,44
agilent_209395,16.221,10.509,0,689,230
agilent_209928,52.332,6.845,0.044,52,56
agilent_211357,44.176,12.558,0,154,140
agilent_212061,313.991,11.578,0,13,84
agilent_214494,33.963,6.898,0.038,93,65
agilent_21513,7.525,7.163,0.021,1298,201
agilent_21712,15.942,1000,0,1582,519
agilent_217390,20.486,8.099,0.002,306,129
agilent_218197,215.201,15.955,0,35,155
agilent_219118,20.671,10.446,0,449,191
agilent_21978,127.148,15.654,0,133,348
agilent_219988,24.297,7.303,0.015,174,87
agilent_220362,50.138,1000,0,535,552
agilent_221096,207.163,15.955,0,76,324
agilent_22124,48.396,1000,0,246,245
agilent_221689,33.289,8.372,0.001,127,87
agilent_222174,77.976,8.653,0.001,43,69
agilent_223292,130.521,1000,0,121,325
agilent_223567,26.26,8.467,0.001,198,107
