ID,fold_change,neglogp,padj,input,count
agilent_100186,503.517,7.54,0.008,6,61
agilent_100245,267.442,1000,0,90,486
agilent_100272,216.972,10.208,0,21,92
agilent_100631,146.871,9.329,0,29,86
agilent_101646,36.486,14.199,0,395,291
agilent_101756,144.769,15.654,0,78,228
agilent_102246,58.663,1000,0,954,1130
agilent_102351,11.847,7.575,0.008,811,194
agilent_10251,31.982,1000,0,590,381
agilent_102635,262.264,15.955,0,44,233
agilent_102747,91.977,13.606,0,84,156
agilent_103015,128.318,15.256,0,220,570
agilent_103272,47.029,8.946,0,119,113
agilent_103901,80.214,1000,0,163,264
agilent_104160,113.36,10.429,0,45,103
agilent_105317,1277.778,14.632,0,5,129
agilent_105417,316.206,15.654,0,39,249
agilent_105451,122.425,15.477,0,89,220
agilent_105467,86.288,14.103,0,97,169
agilent_105690,14.909,10.112,0,867,261
agilent_105740,23.254,7.248,0.016,279,131
agilent_105787,18.927,8.268,0.002,471,180
agilent_105828,56.877,14.808,0,1105,1269
agilent_105846,77.431,1000,0,268,419
agilent_106116,84.607,11.278,0,72,123
agilent_106304,201.201,7.623,0.007,16,65
agilent_106673,129.53,7.621,0.007,26,68
agilent_106728,275.539,15.353,0,252,1402
agilent_107529,312.223,1000,0,263,1658
agilent_107660,38.552,13.815,0,352,274
agilent_107844,209.223,1000,0,98,414
agilent_108038,18.719,8.464,0.001,508,192
agilent_108360,14.019,8.929,0,809,229
agilent_108554,20.535,9.534,0,1148,476
agilent_109229,78.252,15.051,0,1100,1738
agilent_10959,37.758,9.703,0,202,154
agilent_109705,191.502,6.924,0.034,15,58
agilent_10993,71.014,1000,0,189,271
agilent_109952,54.169,6.789,0.047,64,70
agilent_11041,1400.243,1000,0,11,311
agilent_11048,195.428,15.654,0,74,292
agilent_110572,123.714,15.654,0,243,607
agilent_110713,47.984,15.176,0,289,280
agilent_111987,30.466,1000,0,647,398
agilent_112077,22.807,10.365,0,519,239
agilent_112494,20.948,12.207,0,740,313
agilent_112600,28.557,10.456,0,359,207
agilent_11270,44.77,14.411,0,302,273
agilent_11271,51.365,1000,0,404,419
agilent_11272,73.224,15.477,0,186,275
agilent_112839,129.793,15.955,0,203,532
agilent_114164,44.784,7.366,0.012,94,85
agilent_114364,38.818,14.321,0,370,290
agilent_116876,22.685,12.988,0,727,333
agilent_117549,178.059,15,0,42,151
agilent_118543,119.964,1000,0,90,218
agilent_118677,76.165,15.654,0,528,812
agilent_118800,31.531,1000,0,933,594
agilent_119064,61.573,13.148,0,148,184
agilent_11947,171.98,15.176,0,800,2778
agilent_11948,122.97,14.557,0,1083,2689
agilent_11949,181.235,15.654,0,320,1171
agilent_12000,7792.137,15.955,0,3,472
agilent_12001,4894.849,1000,0,6,593
agilent_12002,1436.263,7.367,0.012,2,58
agilent_12004,22.755,10.334,0,518,238
agilent_12005,52.722,8.557,0.001,93,99
agilent_12006,96.418,15.477,0,94,183
agilent_12008,78.894,14.841,0,484,771
agilent_12009,116.493,14.913,0,744,1750
agilent_12010,79.777,15.654,0,185,298
agilent_12011,210.781,1000,0,590,2511
agilent_12012,146.052,1000,0,196,578
agilent_12013,279.47,15.477,0,154,869
agilent_12015,217.898,15.109,0,1091,4800
agilent_120158,24.763,7.263,0.016,252,126
agilent_12017,212.297,1000,0,342,1466
agilent_12018,507.149,15.353,0,75,768
agilent_12019,431.17,15.654,0,221,1924
agilent_12020,298.614,1000,0,374,2255
agilent_12024,3373.615,15.654,0,17,1158
agilent_120430,39.621,6.81,0.045,100,80
agilent_120526,80.313,10.945,0,74,120
agilent_120552,67.258,9.846,0,81,110
agilent_121641,38.177,9.545,0,192,148
agilent_121650,21.774,7.847,0.004,348,153
agilent_121687,113.431,15.477,0,124,284
agilent_121705,47.268,1000,0,307,293
agilent_122452,45.143,8.335,0.001,113,103
agilent_122914,17829.466,1000,0,1,360
agilent_123600,69.407,14.375,0,142,199
agilent_123792,14.985,7.961,0.003,661,200
agilent_124509,55.641,8.215,0.002,81,91
agilent_124605,44.411,1000,0,1065,955
agilent_125600,77.714,1000,0,188,295
agilent_125862,76.896,15.256,0,152,236
agilent_125883,66.035,9.171,0,75,100
agilent_126653,161.786,14.54,0,45,147
