ID,fold_change,neglogp,padj,input,count
agilent_100399,146.189,1000,0,295,873
agilent_100402,20.593,7.845,0.004,415,173
agilent_101134,35.927,9.934,0,242,176
agilent_101295,198.347,15.654,0,66,265
agilent_101313,95.859,14.273,0,84,163
agilent_101813,51.541,1000,0,346,361
agilent_102426,102.599,10.927,0,52,108
agilent_103285,116.234,15.654,0,136,320
agilent_104204,106.484,10.149,0,45,97
agilent_105216,67.307,9.875,0,80,109
agilent_105317,6738.112,15.955,0,5,682
agilent_106084,159.726,15.256,0,180,582
agilent_106304,216.123,8.483,0.001,16,70
agilent_107383,89.88,15.256,0,144,262
agilent_107529,189.71,15.353,0,263,1010
agilent_108006,269.758,1000,0,191,1043
agilent_10838,312.252,15.256,0,215,1359
agilent_108450,49.721,1000,0,614,618
agilent_10959,29.591,7.455,0.01,202,121
agilent_11048,66.089,9.218,0,74,99
agilent_112594,29.24,8.7,0.001,272,161
agilent_11266,102.702,1000,0,405,842
agilent_11270,37.459,11.746,0,302,229
agilent_11271,41.574,15.955,0,404,340
agilent_11272,57.899,13.649,0,186,218
agilent_11278,7.977,7.507,0.009,1443,233
agilent_11279,36.176,11.841,0,325,238
agilent_11281,114.399,15.353,0,76,176
agilent_112839,74.708,15.654,0,203,307
agilent_112979,43.085,1000,0,399,348
agilent_113322,131.165,1000,0,580,1540
agilent_113864,78.051,8.189,0.002,50,79
agilent_114477,49.4,7.091,0.023,76,76
agilent_114632,95.813,1000,0,397,770
agilent_114794,201.045,15.654,0,43,175
agilent_1167,263.798,15.353,0,544,2905
agilent_117290,40.991,6.77,0.048,94,78
agilent_1173,54.985,1000,0,628,699
agilent_118346,113.099,15.477,0,456,1044
agilent_11947,220.631,1000,0,800,3573
agilent_11948,155.041,1000,0,1083,3399
agilent_11949,238.971,15.176,0,320,1548
agilent_12000,1267.924,9.83,0,3,77
agilent_12001,658.662,10.022,0,6,80
agilent_12004,15.831,6.822,0.043,518,166
agilent_12005,43.557,7.134,0.021,93,82
agilent_12008,25.516,10.477,0,484,250
agilent_12009,28.418,15.477,0,744,428
agilent_12011,27.798,12.66,0,590,332
agilent_12012,28.732,7.13,0.021,196,114
agilent_12013,47.796,10.291,0,154,149
agilent_12014,15.801,14.875,0,1485,475
agilent_12015,156.485,15.353,0,1091,3456
agilent_12016,158.178,1000,0,2099,6721
agilent_12017,156.432,15.477,0,342,1083
agilent_12018,557.228,15.477,0,75,846
agilent_12019,484.385,1000,0,221,2167
agilent_12020,325.324,1000,0,374,2463
agilent_12024,369.044,14.593,0,17,127
agilent_120544,41.223,8.651,0.001,145,121
agilent_121270,34.258,9.905,0,261,181
agilent_123295,72.647,11.048,0,85,125
agilent_124144,20.496,7.395,0.011,376,156
agilent_124801,34.497,8.117,0.002,179,125
agilent_124948,49.4,8.981,0,112,112
agilent_125233,171.069,1000,0,54,187
agilent_125922,46.339,12.223,0,226,212
agilent_126599,20.361,8.045,0.003,444,183
agilent_128883,20.105,6.903,0.035,344,140
agilent_129495,317.542,1000,0,257,1652
agilent_129664,75.232,13.262,0,109,166
agilent_130800,222.421,1000,0,201,905
agilent_132331,60267.567,14.955,0,0.1,122
agilent_132408,100.467,15.955,0,385,783
agilent_132651,94.389,10.661,0,56,107
agilent_133222,560.274,15.654,0,120,1361
agilent_134285,266.758,6.929,0.033,10,54
agilent_134334,65.134,12.955,0,135,178
agilent_134736,19.108,1000,0,1471,569
agilent_135148,161.714,1000,0,212,694
agilent_135255,26.683,7.993,0.003,274,148
agilent_137474,226.167,15.477,0,83,380
agilent_138733,194.455,1000,0,110,433
agilent_139282,53.032,10.671,0,136,146
agilent_140119,45.798,7.634,0.007,96,89
agilent_140312,197.836,15.955,0,208,833
agilent_140485,27.69,7.374,0.012,223,125
agilent_140542,124.149,15.477,0,76,191
agilent_140928,177.839,8.545,0.001,20,72
agilent_141065,49.057,10.196,0,144,143
agilent_142596,1009.164,1000,0,7,143
agilent_142701,23.041,14.808,0,4764,2222
agilent_144188,26.49,6.782,0.047,207,111
