ID,fold_change,neglogp,padj,input,count
agilent_10047,30.934,7.522,0.008,186,105
agilent_100583,60.101,12.896,0,155,170
agilent_100964,84.48,8.197,0.002,48,74
agilent_101113,48.174,7.539,0.008,91,80
agilent_10126,92.221,13.113,0,82,138
agilent_102111,243.612,15.955,0,92,409
agilent_102548,27.034,7.338,0.013,225,111
agilent_102681,399.058,15.955,0,85,619
agilent_102747,476.22,15.955,0,84,730
agilent_104708,55.604,7.099,0.022,68,69
agilent_105003,31.965,7.032,0.026,156,91
agilent_10529,257.737,1000,0,499,2347
agilent_105317,4866.054,1000,0,5,444
agilent_105400,32.91,11.52,0,353,212
agilent_106609,39.276,10.753,0,233,167
agilent_106628,70.876,1000,0,167,216
agilent_106745,21.885,7.346,0.012,323,129
agilent_106956,25.762,9.567,0,385,181
agilent_107529,346.289,15.353,0,263,1662
agilent_107650,39.93,11.576,0,258,188
agilent_107882,24.721,7.394,0.011,266,120
agilent_108636,57.511,14.364,0,202,212
agilent_1088,19.555,11.002,0,737,263
agilent_10960,31.909,15.353,0,1288,750
agilent_11048,408.022,15.654,0,74,551
agilent_110547,27.744,10.476,0,397,201
agilent_110645,32.756,7.783,0.005,179,107
agilent_11153,67.444,7.032,0.026,52,64
agilent_11154,35.859,12.52,0,353,231
agilent_111567,4657.822,1000,0,2,170
agilent_111871,188.052,1000,0,315,1081
agilent_112696,113.731,15.353,0,106,220
agilent_11270,120.301,15.477,0,302,663
agilent_11271,129.535,15.955,0,404,955
agilent_11272,154.966,15.955,0,186,526
agilent_112839,290.456,1000,0,203,1076
agilent_112929,66.214,10.601,0,96,116
agilent_114644,33.011,7.516,0.008,166,100
agilent_116244,78.692,15.477,0,172,247
agilent_11743,17.628,6.764,0.048,401,129
agilent_117577,51.373,10.631,0,144,135
agilent_117847,42.794,15.654,0,598,467
agilent_118201,67.975,1000,0,341,423
agilent_118384,15.642,7.383,0.011,557,159
agilent_118478,50.788,9.585,0,123,114
agilent_11947,82.745,1000,0,800,1208
agilent_11948,54.798,1000,0,1083,1083
agilent_11949,88.875,15.654,0,320,519
agilent_119794,14.789,8.596,0.001,767,207
agilent_119799,16.24,7.836,0.004,577,171
agilent_12000,6228.695,15.955,0,3,341
agilent_12001,4557.359,1000,0,6,499
agilent_12002,2383.709,11.639,0,2,87
agilent_12004,76.696,1000,0,518,725
agilent_12005,135.522,15.955,0,93,230
agilent_12006,248.922,15.654,0,94,427
agilent_12008,21.512,9.235,0,484,190
agilent_12009,26.515,14.913,0,744,360
agilent_12011,156.128,15.051,0,590,1681
agilent_12012,115.187,1000,0,196,412
agilent_12013,185.388,15.955,0,154,521
agilent_12014,16.2,13.408,0,1485,439
agilent_12018,1097.419,15.654,0,75,1502
agilent_12019,1238.78,15.176,0,221,4996
agilent_12020,802.042,15.051,0,374,5474
agilent_12021,122.931,1000,0,489,1097
agilent_12022,33.311,12.183,0,380,231
agilent_12023,139.578,1000,0,541,1378
agilent_12024,3291.097,1000,0,17,1021
agilent_12144,19.724,9.603,0,589,212
agilent_122712,48.83,12.25,0,202,180
agilent_123302,65.888,14.654,0,168,202
agilent_124604,28.032,9.012,0,303,155
agilent_124684,44.569,9.489,0,150,122
agilent_12510,9.628,8.382,0.001,1622,285
agilent_12511,36.244,13.243,0,381,252
agilent_125195,317.588,1000,0,411,2382
agilent_125213,91.33,15.654,0,126,210
agilent_126474,48.709,8.502,0.001,108,96
agilent_126840,26.448,8.268,0.001,288,139
agilent_127484,493.568,1000,0,566,5098
agilent_128454,41.459,8.916,0,152,115
agilent_128576,57.623,9.337,0,97,102
agilent_12898,60.523,11.94,0,134,148
agilent_128983,29590.866,7.742,0.005,0.1,54
agilent_129205,29.349,9.278,0,295,158
agilent_129321,271.239,15.477,0,777,3846
agilent_129495,367.167,1000,0,257,1722
agilent_130807,80.575,15.353,0,608,894
agilent_13152,14.24,8.919,0,862,224
agilent_13153,22.023,13.432,0,841,338
agilent_13175,26.749,8.477,0.001,295,144
agilent_132331,76717.061,1000,0,0.1,140
agilent_133222,644.332,1000,0,120,1411
agilent_13369,54.937,15.955,0,790,792
agilent_133731,19.314,8.354,0.001,488,172
agilent_133918,216.974,15.654,0,173,685
agilent_134572,47.427,10.851,0,171,148
agilent_134623,152.111,15.955,0,58,161
agilent_134645,448.921,15.477,0,52,426
agilent_135148,364.975,1000,0,212,1412
agilent_135255,56.598,15.353,0,274,283
agilent_135932,55.386,15.176,0,373,377
agilent_136533,54.551,14.331,0,222,221
agilent_137252,73.635,14.02,0,128,172
agilent_137308,42.085,8.071,0.002,125,96
agilent_137906,31.56,13.799,0,507,292
agilent_138499,21.33,7.072,0.023,316,123
agilent_139146,244.679,15.955,0,86,384
agilent_139580,39.904,9.884,0,195,142
agilent_139785,33.674,13.48,0,441,271
agilent_140151,47.345,9.044,0,125,108
agilent_140310,16.699,8.922,0,676,206
agilent_140343,659218.743,1000,0,0.1,1203
